floor_number,comment,replys
15,"某种程度上我还是感谢户子给我打破信息茧房。

我本来以为在这个阶段，让公立医院成为主力医疗机构已经是社会共识了。结果户子直接让我见识到了人类智商的下限","['你看 你的评论区一堆支持私有化的不又打破你的信息茧房了 你还得谢他两次呢', [], '我劝你先搜一搜DRG和三明经验，再回头想想这是不是“共识”', ['我劝你站在普通人角度想一想为什么去公立医院看病是社会共识。\n\n\n\n\n以我自己为例，一看到医疗私有化就能想起“莆田系”，“抗疫期间使不动的私立医院”，“早年宿迁私有化医改”，还有“众多资本主义国家那不额外交钱就排期排到痊愈或晚期”的种种见闻\n\n\n\n\n那我肯定就会想着自己身为14亿人中的非权贵者到底需要一个什么样的制度才能防止看病难看病贵\n\n\n\n\n至于什么DRG和三明经验，先不说这到底是不是在逐渐推进私有化改革，但即便大多数普通人明白其中内容，估计也不会打破普通人的共识——公立医院看病更放心', '我劝你实地调研一下，而不是在网上拿着几个新闻虚空“共识”。'], '谁跟你社会共识了？', ['我啊，怎么\n所以想问在你和你的亲属生病了都是去公立医院还是去私立专科医院？', '我啊，怎么\n所以想问在你和你的亲属生病了都是去公立医院还是去私立专科医院？'], '如果一个医疗服务需要100元，你在私立医院购买是普遍都是100左右，有的110有的90，但是在公立医院你却只花了30元，不会独立思考不会逻辑推理的人肯定会大加赞赏公立医院。会独立思考的人这时候就会提出疑问为什么公立的只要30呢？这样不会亏本吗？如果会亏本，那他为啥还能运行下去呢？接着查找资料，哦，原来有来自征服的补贴，那征服的补贴是来自哪里呢？查资料，哦，来自税收。那税收来自哪里呢？很显然，来自千千万万个你我他劳动者，那假如我缴纳了100元用作医疗的税，这中间经过各种政府部门和医院之手后还能100%的用作到服务上吗？如果减去中间这些环节，实现私有化，少交税，你觉得会不会更好呢？', ['谁能高效利用税款，不然灯塔国也不会整出螺丝500美元一颗的事情了，放眼人类未来50年都不可能，现在的公立方案明显优于私立，支持私立的基本都是坏比', '开头就乐了。你需要的医疗服务花费100，你在私立医院购买普遍会给你推1000的服务'], '谁跟你共识？左派才是公有，右派就是私有。我支持私有化。', ['我跟他有共识，怎么了？\n支持私有化那就多去莆田医院，都不能身体力行，光靠嘴上喊啊？', '我跟他有共识，怎么了？\n支持私有化那就多去莆田医院，都不能身体力行，光靠嘴上喊啊？'], '支持私有的，去香港体验一年半载就行了，一群享受国家医疗兜底在那哔哔哔', [], '你去日本或者美国看看病不就知道了，前提是有医保', ['美国的医保没问题会有路易吉出来啊', '太对了哥 那联合健康保险公司首席执行官汤普森是怎么死的？'], '知乎的自由派连社民都要反对，他们想回到维多利亚时代，这帮人连地主都歌颂。', []]"
16,所有鼓吹医疗私有化的，我就问一个问题：我不管生什么病，都敢只去公立医院，你们敢不管什么病，都只去私立医院吗？,[]
17,"因为他已经这样了

那能咋办呢？

顺从。","['立顿的茶叶?，他这应该是在讽刺吧，真的有这种人吗', ['这句话就不对，立顿的茶没有叶，那是碎渣', '茶包不是茶叶原叶做的，还能是什么做的？清明谷雨快到了，新茶陆陆续续地在上市，喝点好的 对自己好点'], '艹，立顿这种东西只有出国了才会碰一点，国内这玩意都不如东方树叶', ['东方树叶算是国内速食茶饮类挺好的品牌了', '东方树叶的茶叶品质不错了好不好。'], '户子只是老糊涂了瞎说话罢了，毕竟相当于人类200多岁了', ['户子站着怕是没有坐着高', '牛逼'], '喝什么不好要和茶叶沫子的边角料', ['沏壶高哒', '呲壶高的'], '我们工地上挖出来的黄土泡点水都比立顿的茶包好喝', ['有一说一，泥土的味道真不错，小时候可爱嚼了', '你这是缺乏微量元素'], '他的名言还有一句，“加州是地中海气候，冬季温和多雨，所以气候干燥，会容易产生火灾”。', ['也不算全错，毕竟加州有那么大，像洛杉矶圣迭戈这种就是典型的地中海气候，旧金山旧就是典型的温带海洋性气候了', '它是把加州当成南半球的了吧，：不然怎么这么诺言诺语的。不过阿诺学历真的比户子高。'], '我廉价的咖啡因和茶多酚摄取全靠立顿', ['买立顿的那些钱，你可以买品质好很多的茶。', '立顿的茶还不如所谓的“高沫”，好听点叫“茶芯”，张一元和吴裕泰这两家的茶芯，你去买半斤试试？\n价格大约六十半斤，立顿茶包一般两克一包，也就是能喝一百二十次，两毛一泡，这茶芯你要是一次捻一小撮，也应该是差不多的价格（淘宝上有所谓的茶包袋，几块钱一百个，正好）。'], '那不如喝白水', [], '立顿我也喝，好喝肯定不是，优点就是“它是个茶包”', ['前两天有个论文还是什么，说茶包是微塑料的一个来源，微塑料在你身体的各个角落积累，包括大脑，已经不是优点了', '嗯？不是纸？危害啥的不算了解，但茶包最直观的优点就是方便………现在我泡茶就是买茶袋自己装了，稍微麻烦点，但胜在便宜'], '我看过他的观点，就因为立顿的配料表最“干净”，所以他觉得只有立顿能喝', ['很遗憾茶包的材料没有写进配料包，开水一冲全是塑料微粒']]"
18,"为了流量。

拍视频的户晨风和直播的户晨风你可以看成是两个人。

视频中的户晨风是一个非常温情，比较踏实，比较接地气的形象，他一般都是采访普通老百姓，介绍百姓生活。

然后直播的时候，往往比较偏激，一般聊的议题都是什么医疗教育自由化，反中医，反文言文等等本身就非常有争议的问题。

你想想这个套路，户晨风是和谁学的？

户晨风就是小峰哥吗，风格和峰哥不一样，但是套路是一模一样的啊。

所以他支持什么观点压根就不重要，他就是为了有争议，有争议就有流量，有了流量就能赚钱。

他每个月都会公布自己的收入的，你看他的收入组成，大头就是直播。

所以，他就是为了赚钱而已。","['都是划拉钱的人设，峰哥说过户子私下是一名非常谦卑的人。', ['所以我真的佩服这样的人，说的话做的事能够背反自己的真实认知和性格，我这样做我会精神内耗和分裂的，他为啥能够这样游刃有余。', '户子一年赚了50万，这就是游刃有余的代价。'], '简单来说大头鹰这种就是吃白流量，户晨风吃黑流量，赚钱方式不同', ['影响差多了但是说话都比较激进'], '9月8日，商务部、国家卫生健康委、国家药监局发布关于在医疗领域开展扩大开放试点工作的通知，其中提到，拟允许在北京、天津、上海、南京、苏州、福州、广州、深圳和海南全岛设立外商独资医院（中医类除外，不含并购公立医院）。设立外商独资医院的具体条件、要求和程序等将另行通知。 我国拟允许在广州等地设立外商独资医院\n\n我国拟允许在广州等地设立外商独资医院 - 广州市人民政府门户网站', ['这两码事，你自己去看户晨风的言论，他的观点是觉得医疗都得私有化，私立医院要占主导地位。反对他观点的人也不是反对私有化和私立医院，而是反而全面私有化。\n\n所以你说的这个和户晨风的观点就没啥关系。', '你没懂户子的观点，他让你把原来的公立医院都转私有。私有的本来就有，户子想把所有医院私有而已。\n但稍微读了点书，也知道，欧美他也有公立医院'], '给他刷礼物的，都是境外的，人家想听啥，他就说啥呗', ['准确来说是想去境外去不了的'], '户子赚钱违法吗。', ['人家私人公司就是想封谁就封谁，户圣不是最支持私有化的么', '肯定不违法啊，但是现在不知道违了什么，暂时赚不到钱了。'], '那你知不知道有些钱是不能赚的？', ['不知道，国家现在没有管他，让他月月赚个几万块钱，说明这些钱是可以赚的。\n\n我不知道你为什么要反对国家。', '户晨风被平台封，国家现在没有管平台，让他月月挣0块钱，说明这些钱是不可以赚的。\n我不知道你为什么要反对国家'], '《温情》', ['不用讽刺，这类人这种行为反而证明了他们的割裂，他们一方面装出悲天悯人的模样，然而提出的方案却是为了制造更多的贫穷，好让他们能够一直悲天悯人。他们认为市场化就能让那些他们悲天悯人的对象过的更好，但从农村出来的人都知道这有多离谱', '我不觉得很多人都有得东西是廉价的，真善美也是很多老百姓得底色，难道这些也是廉价的？\n是你的吗价值观出了问题吧？'], '但是这种言论目前在这么紧张的社会居然没有被相关部门封杀或者起诉我是完全不理解的……', ['小事情而已，属于添乱的言论，不影响基本盘，他弄的那个物价购买力才是大问题。', '小丑而已 不值当 封过一次视频反而火了'], '他是反对汉化', [], '有一说一，公布收入是他不算多的闪光点之一了', ['是啊，最起码他不逃税。', '狠狠鞭尸四🐴南']]"
19,"你不能指望一个学历连常熟阿诺都赶不上的人能整出啥惊天动地的想法吧

一开始我还以为户子是为了赚钱，没想到是真情流露啊","['真情流露的赚钱', [], '他就是为了赚钱啊，那些观点就是为了流量', [], '天津开了首家外资三甲医院，户子和他的家人一定要去那儿看病。', []]"
20,喜欢私有化，来宿迁啊，满城私有化有人去看病吗。,"['我有朋友是宿迁的，也有其他几个朋友住在沭阳，他们表示现在家人生病都带去淮安看病，不去宿迁医院', ['宿迁人看病不可能去淮安，沭阳人去淮安看病纯粹是对宿迁这个城市不认可，还有离淮安近', '我知道宿迁有很多人去徐州看病'], '仇和一路拉屎从江苏拉到昆明', ['求和在你们云南又做了什么好事', '你猜猜昆明那么多烂尾楼是咋来的'], '那不得好好聊聊改革先锋 仇和 仇书记了', [], '这个问题户晨风说过\n宿迁2000年卖掉了市人民医院，这个案例成为批判私有化的有力证据，然而很少提到当年的买家是金陵药业（南京市属国企）\n收购宿迁公立医院的大股东是金陵制药（国企），二股东是宿迁交投（国企），三股东是南京鼓楼医院（事业单位）。\n金陵制药是新工集团的下级公司，新工集团有且只有两个股东，分别是南京国资委和江苏财政厅。', ['医院私有制主要是医院运营完全市场化，私营完全控股和公私合营都是。所以和国企控不控股没关系', '咋的给马云马化腾控股会更好吗']]"
21,因为户晨风先生和死侍先生一样自愈能力强,"['愿病魔早日战胜户晨风🙏🙏🙏', ['还是好人多啊'], '你的脉有回音', ['给你挂了', '笑坏我了'], 'byd躺得还挺安详', [], '户犬它妈疫情时期阳了，被它拉到公立医院治疗还被人拍了照', [], '有康复的风险吗？', ['已经去公立医院就医了'], '这家伙被封的时候和一个B站的UP连线 当时没露脸 但是声音就是他，我听了听 我感觉他的意思就是 UP就是表演 就是工作 实际他不傻，直播就是他的工作', [], '看看下面的评论区，有惊喜', [], '别的不说，户子总标榜自己饮食作息\n有多健康，结果每隔几个月就得进一次医院', ['他直播都到夜里十二点吧，然后就得一点睡觉，大晚上演激情戏，能健康吗'], '哎，可惜康复了', [], '那为啥不做一期私人医院？', []]"
22,"他能一边暴击底层人民一边从底层人民身上割韭菜做到年46万，你能吗？

他最出圈那个视频在我乎能把我下巴都惊掉。可成为史诗级互联网大脑短路大共振。

“只要拒绝厨师的劳动，我们一餐饭可以很便宜。”

“以什么为参照?”

“以厨师的收入。”

那下面成吨的打赏和叫好，那些是啥级别的韭菜啊?参天造化露都养不出觉悟这么高的韭菜啊。

他居然只鼓吹医院私有化，真是良心呐。我看他喊着把能源产业卖给美国都会有大把大把的人跟着支持。

还有同期跟着喊什么，医院私有化了，看病就免费了的。能把人看笑了。","['希望鼓吹私有化的都是户这样的，怕的就是那种阴戳戳的搞事的', [], '户圣自己感冒都要往公立医院跑', [], '户子和尼禄的结晶粉都是经典，和他们聊一句话你就想赶快走，不想多说一句', [], '有时候我就很感觉魔幻，我觉得这些人就是哗众取宠的小丑，结果人家一个个赚的盆满钵满。显得我像个小丑🤡', ['挣得多并不影响他是🤡', '并不多，户已经是这个赛道的top级别的了，结果一年才46w。你再看大头鹰七哥他们，不是一个数量级的'], '私有化和看病免费是怎么联系起来的？私有化以后资本家不赚钱了吗？', [], '14亿人，万分之一的傻子也有14万', ['你要知道 根据我国国家统计局的数据 初中及以下学历占总人口的比例接近70%'], '傻子太多，骗子都不够用，更何况户子这种人', ['你要知道 根据我国国家统计局的数据 初中及以下学历占总人口的比例接近70%'], '能被个中专给收割了，也不是啥有脑子的人，尊重命运吧', []]"
23,你让他生病了去莆田医院看看，别说一套做一套,"['他还是去公立医院，还给自己辩护得冠冕堂皇呢', [], '结果感冒进去，贷款割了包皮', [], '户子到莆田医院看头疼，结果蛋蛋被噶了，然后背上两百万贷款！', [], '莆田医院就是你老爷们的白手套', ['原来我们都是老爷了', '这时候又不是老爷了']]"
24,"我上小学的时候，所谓意见领袖是THU秦老师还有魏W老爷子，两个人都是各自领域的最知名人物，其作品不是进了中学教科书，就是成为社科类研究生必读书目，而且两个人都不仅用笔批判涩会，还曾经成功以物理手段，批判过他们眼里的，阻碍涩会发展的毒瘤。魏老爷子也算以身作则，实践了孟子那三句话，“富贵不能淫、贫贱不能移、威武不能屈”，至今看来，也是新旧交替的20世纪里面，旧式知识分子和新式学人的最后二重奏了。

我上初中的时候，所谓意见领袖是P大余总，余总是科班出身，成都市高考文科前十，我当年有幸借阅过“fire and ice’这本书，不得不说余总的行文技法确实是顶级的，当年写作文的时候，如果直接复用余总的几本文集里面的用词，都是可以依靠文学性拿更高分的。彼时彼刻就算是“历史畅销书”，那明朝那些事儿都被认为是接近小人书的通俗读本，彼时彼刻的“历史畅销书”指的是唐德刚的作品，“历史三峡论”也并不完全是畅销书作家炮制的通俗模因，作为历史范式来研究也是有一定价值的。

我上高中的时候，所谓意见领袖是韩寒，虽然他的粉丝都吹韩寒的小说，但韩寒那本“可爱的洪水猛兽”我是真读不下去，全篇都在喷网易，喷的还很没有章法，不过不管如何，人家最后也可能感觉到自己不适合做意见领袖，所以转行去做赛车手了，也没有因为后续发言翻车。

我上大学的时候，老一代GZ的头目基本上已经谢幕了，剩下的是去中心化的一堆水平二流的GZ在一起自嗨，但彼时彼刻看张宏杰、雪珥、龙YT的书，虽然价值内核也一般，但多少也算是逻辑闭环，自称体系，都算得上是合格畅销书作家。龙YT的野火集虽然写的有些情绪化，但人家写的最知名的作品，那本“the great river and ocean”可算是对得起她的咖位了。

我读研的时候，所谓意见领袖，是督工，bobo，LD，卡子哥，嵩县，本科不低于985，人均有资格走H1B那条路，这里面学历最低的是澳洲卡子哥，问题是人家卡哥也是有澳洲护理学硕士的文凭的，至少人家所有的assignment是用英语写的，虽然这些人已经很难独立写出畅销书了，但是逻辑输出和个人能力都算是不错的。

现在的意见领袖这一行是什么情况？泛神阵营里面，户子，高中毕业即工作；丁一多，身份都拿到了结果第二天就犯案进去了；甜甜圈，精神病患者；徐裤子，认为人类文明进步全靠上帝。

正能量阵营：独夫之心，高考23分还出了本书，书的内容是如何治理好全球；潮妈，二本毕业，最大话术是所有非技术移民那欧米身份的都是1450，然后她自己就是通过嫁给意大利人来拿身份的；七哥，没学历，之前据说是开出租车的；比这些人还low，还能在DY持续输出暴论的，还有很多。

人在米国，英语都不会说的润人 VS 应试教育下高考数学考不出50分（全国卷）的粉红，这就是如今的网络jz自媒体圈的情况。

真的难以想象这种现象背后的抽象内核，这种节目效果大概是这样的：

我小时候想，有一天能上访谈节目，嘉宾是余总，我这如何和其对谈陀思妥耶夫斯基的作品，还有像小山词这些非常偏门的文学知识；

后来，我想，要是访谈嘉宾是韩寒，在一起做节目批判应试教育，感觉我批判深度不够；

再后来，我想，嘉宾要是龙女士，我和她对谈近代史里面的“离散社区与价值碎片”，这估计也只能跟着她的话头，颅内找近代史的考研知识点，再复述一些“眷村与邓丽君”的历史故事，勉强解释一下。

最后，我打开演播室的门，户子在里面坐着，手里面拿着一把钞票等着我了。。","['这就是科技进步，传播领域的不断扩大，让原先不能发声的人群都能上网了，并且发现自己不是少数，当然在中国某个细分领域也有几十万时，几百万人。另外，上网模式的改变在塑造着上网人群的思维方式，在2g之前大部分以文字交流为主，这就能形成一定的门槛，3g之后长短视频为主，软件愈发简单，推荐机制则以自己为主，而且故意塑造敌人，形成一个个小团体。', ['还有传播主体的变化，由集中向分散化发展', '不是不是少数，实际上就是少数而且是极少数，只不过网络可以制造自嗨小黑屋罢了，像户子这样的，有个几千人支持就已经算声音大了。这也是去中心化的坏处，没有真正有声量有分量的意见领袖，更没人把下层当回事了'], '换个方向看，以前的意见领袖的目标是换个一官半职，“学成文武艺，卖与帝王家”；现在的意见领导目标比较单纯，sc、舰长、带货、个人咨询，只要钱到位，什么样的姿势他都行。', [], '正能量阵营:自干五长脸（自述年轻时也是神神，润去日本读了硕和博，亲身体验后开始当自干五，现回国当大学教师）。\n波士顿圆脸（博士，自述受长脸视频的影响出来做视频）。\n至于更专业的VV，陈皮，神逸那不用多说了吧。还有很多学者分享自己的研究和见解，只不过都有一定门槛，听起来比较枯燥，没那种“正能量唠嗑”的自媒体那么火而已。', ['这么说的话反对阵营其实也有不少水平不错在自己的体系里有理有据有逻辑的人，但是他们都得不到最多的流量和关注度就是了', '你可以自行补充啊又没人阻止你'], '科技下沉的必然啊，现在美国也是一群MAGA把东西海岸的精英们气得要死', ['那是他们活该，搞愚民教育和教育产业化，学费涨得比房贷还快，自作自受。', '所谓的精英接受着清一色的意识形态教育，失去了感知现实的能力，整日沉迷制造各种女权lgbt动保环保议题，就别怪maga们揭竿起义嘛。'], '95后理想社会的幻灭，还是全球性的哟', [], '这才是比较优解的情况，什么阶层的人都能说话才算正常社会的基础，而且这就像罗翔跟峰哥同时面对孤烟暮蝉一样，罗翔可能不会去对线，这种事情确实只能让峰哥去做', ['什么阶层的人都能说话才算正常社会的基础，如果能这样自然是好事，遗憾的是目前是孤烟暮蝉，周带鱼可以说话，而且可以说错话，而劳东燕，秦晖反而不能说话，要说话只能请自己去墙外说', '所以要鼓励峰哥跟户晨风等人去建立实现去中心化的表达，不能什么都指望劳东燕去表达'], '恭喜你发现了历史真相，所有团体一旦开始衰落就会变成逆淘汰机制', ['你的意思是社会平均水平是高中函授', '高估了，你搜搜第七次人口普查 人口受教育情况'], '科技进步。原先不能发声的人群慢慢的都进入网络了。那种“拜精英社区”只能自己在小圈子里玩了。毕竟大伙在乎的主要是情绪不是水平', [], '谁让自由派网民们沉迷解构，觉得解构能战胜一切呢', [], '意见领袖最吸引人的压根不是知识，而是鼓动情绪的流氓特性。在城市化与互联网的时代，（碎片化）知识是世界上最不缺的东西。在人们充分发声的背景下，筛选出来的就会是最能鼓动情绪的人。而在互联网不普及前，上网得拥有相当的门槛，所以抽奖池子小、筛选的不一定是最能鼓动情绪的。', []]"
25,"户子受限于他的姿势水平，说的一切话都是基于他自己的体验。比如说，在中国铁路排队久了他就批判国有铁路，在日本铁路买天价车票他就会批判私有铁路。在德国被德铁坑了那他骂德铁我举双手支持。

你看他的视频总有一种不被知识污染的感觉，太纯了，所有观点都是基于自己的认知，绝对不说一句自己认知外的东西。一旦有不符合他心意他就只会嘴硬破防抬杠三件套。

当然我不是完全否认他这个人，有的时候来几个他这种杠精总比一片唱赞歌强得多。

最好的办法就是把他的理论当成杨帆的文蛮理论，我喜欢的就是文明，我不喜欢的就是野蛮，有一种沦落的美。","['转载请注明户人13，，，', ['户持，，，'], '鉴定为被广铁抢少了', [], '说傻话的傻子总比想办法坑你的骗子强。就是有些人挺纯的，不是信傻子就是信骗子，不是信地上天国就是信这国怎', [], '户持，，，', [], '感谢创圣开源，，，', [], '不愧是酒杯大人', [], '原来如此，，，', [], '创', [], '这个直播间早说过了高铁不是必需品啊，商务人士才是必须。貌似户子没说什么国内铁路排队………论补贴当年jnr补贴才是最狠的，窟窿补到现在都没补上你以为日本“天价”怎么来的？还不是当年基建狂魔把铁路修到村村通', [], '你别把他当成平等交流的对象，别把他当成人就行。要学会把他当成素材', []]"
26,"我小时候，意见领袖起码都得是个韩寒。

现在这都是什么鬼......","['现在都是卷下沉市场了', ['川普都卷下沉市场喝消毒水了你能指望啥'], '以前是先出作品再当意见领袖 现在是先当意见领袖再看能不能出作品', [], '舆论大咖都被斗得不敢说话了，怪谁？', ['不会是在阴阳尼禄老师吧', '乐，之前在网上说爱国都得被网暴的时候，咋想不起来言论自由了'], '当年没有舆论炒作，冒出来的都是靠实打实的作品。现在这群玩意有什么作品，全是靠热点炒作冒出来的。', [], '科技平权', [], '老一代不是闭嘴就是跑了', [], '聪明人现在还敢出声的，很明显那还是不够聪明。我愿称为聪明人悖论', [], '250太多，网络普及化', [], '我作为80后可觉得户子比韩寒可好太多了', ['户子连基本逻辑都不自洽，还是算了', '那你确实是他的受众'], '因为网络的普及，没有文化的人也能一呼百应，也能挥洒看法，这实际上才是真正的社会', []]"
27,"户晨风他支持两点私有制医疗和全民免费医疗。

他这种做法的主要目的是筛选出“正常”人，能同时接受这两个观点的才是他合格的粉丝。",[]
28,他抄流量收割神友都赚疯了，在挣个几年，可不缺上私立医院的钱,"['人家有事都是去的公立医院 你真以为他支持私立？工作生活人家分的很开好不好', [], '真不缺吗私立医院的能力可是上不封顶的', [], '纠正一下，真神友可瞧不上他，给他打钱的应该被称呼为口友或者👍友', []]"
29,就塞里斯这样的私有化以后不也是那些二代和资本家的和你一个全聚德的鸭子有什么关系。,"['德国的私有化其实也是这样，只不过某些人压根儿就不认识汉斯专员，也不可能知道他们的老祖宗名字里带不带冯😅', ['得了吧，还是冬天冻死的少了'], '哪里不是这样，我请问了？', ['波兰的休克疗法是为了给俄罗斯打样忽悠俄罗斯的，美欧给了大量援助，而且只能说没治死！然后轮到俄罗斯，关键时候不给援助，且集体催债，直接崩了', '波兰的休克疗法只能说是没给治死，而且本身波兰就没什么基础 ，只能称得上正常发展罢了'], '户的收入最大头是直播打赏，核心产品就是意识形态认同输出', ['专专相惜'], '总有人觉得放开限制自己就能巧取豪夺，话说，哪里不只是这样？', [], '即使如此，私有化(改革开放）后经济依然开始开始腾飞。', [], '想必私有化的美国，一定是个人人不用为医疗发愁的天堂', ['养活古巴医疗产业', '美国人自己都骂美国医疗']]"
30,"我讲个笑话，我一直是反对直接发钱的，但是我昨天在一个贴子下面支持发钱发券了。不到十分钟就被删除了。

有的饭，他们不光要吃，还只有他们能吃，你要帮着一起喊，人家还嫌弃你。

就说这次地震，私人医生会和你上高原？

会用手去废墟里给你挖人？

警察平时态度再差，有案子那是真上。

私家花园的保安，又帅又客气，遇到强盗跑得比谁都快。","['新冠来袭，公立医院党员带头医生护士顶在前线，看看香港私立医院，辞职的辞职，溜号的溜号，主打一个自由保命莫害我', ['当时我在武汉，私立医院直接说发热门诊装修。', '难不成就你私立医院惜命，公立的难道不惜命嘛？公立的责任感和使命感在那里摆着，我当时身边看到的是很多没编制的公立医院医护人员都冲在前面了，私立的就猛缩头，不懂是自己怕还是医院老板要求的'], '记住：现在是你今生能享受到最好的医疗服务时代，医疗私有化不可逆的拉开神秘的序幕了，你还不知道。', ['宿迁搞的医院私有化案例不是摆着吗？结果就很多人看病特别贵，当地民众苦不堪言。然后宿迁政府就想把医院买回来，你猜医院老板愿不愿意卖 卖的话价格要翻多少倍最后宿迁政府直接盖了家新公立医院。这还是基建，重新招募大夫护士，招来的大夫护士需要时间培养到独当一面又需要多少年，花多少钱？这个过程浪费了多少纳税人的钱，耽误了多少人的病情，怎么不见你不禁要问呢', '宿迁的案例：卖出去1元，100万都买不回来，更别说多年的口碑。\n\n就放别的案例：爱X眼科医院、X牙牙科医院、xx生殖中心成立，你看公立医院同科室还有人么，近一点的癌症（肿瘤）专科（试验性治疗）治疗诊所都开遍了全国，你不知道而已，一个疗程价格贵死人，公立医院知道有这个技术，但是不会给你用，想活久点得加钱。'], '', [], '问题是国家一直走货币宽松政策，还不如直接发钱收买人心', [], '这事我真觉得不是个事，真的有事了一声令下敢不去一个试试。子弹硬还是最硬', ['那你私有化干嘛呢']]"
31,"一个年收入46万元的自媒体从业者，

确实具备了支持私有制医疗的初步物质条件。

等到他的年收入涨到了66或者86甚至106万元，

我相信他的支持力度会更大。","['除非一人吃饱全家不饿，否则这个级别离合适私有化医疗的水平远着呢...', [], '他自己都去的公立医院', ['谁说的，好医院有国际部，不影响', '他去的成都，成都有七家三甲私立医院。。。'], '好奇他报税没', ['报了啊，还说这是不可抗力', '好像有自媒体退税政策 我看别人说的\n\n个税退税10962收入到账，打工娃实力又强大了，吃顿好的犒劳自己_哔哩哔哩_bilibili'], '越穷越应该支持私有化。', [], '自媒体基本上也就赚五年钱，他这个赛道更白搭，搞不好哪天就给封了，离私立医疗的标准远着呢', []]"
32,"因为户子对自己洗粉割韭菜的能力非常有自信。

他觉得在医疗全面私有化之前，自己能捞到足够的钱去看私立医院。

毕竟我国目前的人口，高中及以下学历占80%，连3.2万亿华裔科学家在为美国效力这种离谱的谣言都有那么多人信。

而户子的粉丝们，到时候混的有没有讲师好，可就不一定了。","['难绷的是他看病也去公立医保报销', [], '全面私有化效果怎样，研究下宿迁不就知道了。', [], '其实很多这样的神神和大殖子，知道他们嚷嚷在国家眼里就是屁，影响不到国家政策，更影响不到他们自己生活。他们就想装装逼，在网上发泄一下不满。连润人都不愿意当，要是老中真按照美国对付底层的方法来，他们马上跳出来反对。', []]"
